,movieId,title,genres
2728,3663,Puppet Master 4,Horror|Sci-Fi|Thriller
2729,3664,Puppet Master 5: The Final Chapter,Horror|Sci-Fi|Thriller
2730,3667,Rent-A-Cop,Action|Comedy|Crime
2731,3668,Romeo and Juliet,Drama|Romance
2732,3669,Stay Tuned,Comedy
2733,3671,Blazing Saddles,Comedy|Western
2734,3672,Benji,Adventure|Children
2735,3673,Benji the Hunted,Adventure|Children
2736,3674,For the Love of Benji,Adventure|Children|Comedy|Drama
2737,3675,White Christmas,Comedy|Musical|Romance
2738,3676,Eraserhead,Drama|Horror
2739,3677,Baraka,Documentary
2740,3678,The Man with the Golden Arm,Drama
2741,3679,The Decline of Western Civilization,Documentary|Musical
2742,3680,The Decline of Western Civilization Part II: The Metal Years,Documentary
2743,3681,For a Few Dollars More (Per qualche dollaro in più),Action|Drama|Thriller|Western
2744,3682,Magnum Force,Action|Crime|Drama|Thriller
2745,3683,Blood Simple,Crime|Drama|Film-Noir
2746,3684,The Fabulous Baker Boys,Drama|Romance
2747,3685,Prizzi's Honor,Comedy|Drama|Romance
2748,3686,Flatliners,Horror|Sci-Fi|Thriller
2749,3687,Light Years (Gandahar),Adventure|Animation|Fantasy|Sci-Fi
2750,3688,Porky's,Comedy
2751,3689,Porky's II: The Next Day,Comedy
2752,3690,Porky's Revenge,Comedy
2753,3691,Private School,Comedy
2754,3692,Class of Nuke 'Em High,Comedy|Horror
2755,3693,The Toxic Avenger,Comedy|Horror
2756,3694,"The Toxic Avenger, Part II",Comedy|Horror
2757,3695,The Toxic Avenger Part III: The Last Temptation of Toxie,Comedy|Horror
2758,3696,Night of the Creeps,Comedy|Horror|Sci-Fi|Thriller
2759,3697,Predator 2,Action|Sci-Fi|Thriller
2760,3698,The Running Man,Action|Sci-Fi
2761,3699,Starman,Adventure|Drama|Romance|Sci-Fi
2762,3700,The Brother from Another Planet,Drama|Sci-Fi
2763,3701,Alien Nation,Crime|Drama|Sci-Fi|Thriller
2764,3702,Mad Max,Action|Adventure|Sci-Fi
2765,3703,The Road Warrior (Mad Max 2),Action|Adventure|Sci-Fi|Thriller
2766,3704,Mad Max Beyond Thunderdome,Action|Adventure|Sci-Fi
2767,3705,Bird on a Wire,Action|Comedy|Romance
2768,3706,Angel Heart,Film-Noir|Horror|Mystery|Thriller
2769,3707,9 1/2 Weeks (Nine 1/2 Weeks),Drama|Romance
2770,3708,Firestarter,Horror|Thriller
2771,3709,Sleepwalkers,Horror
2772,3710,Action Jackson,Action|Comedy|Crime|Thriller
2773,3711,Sarafina!,Drama
2774,3712,Soapdish,Comedy
2775,3713,The Long Walk Home,Drama
2776,3714,Clara's Heart,Drama
2777,3715,Burglar,Comedy|Crime
2778,3716,Fatal Beauty,Action|Comedy|Crime|Drama
2779,3717,Gone in 60 Seconds,Action|Crime
2780,3719,Love's Labour's Lost,Comedy|Romance
2781,3720,Sunshine,Drama
2782,3723,Hamlet,Drama
2783,3724,Coming Home,Drama|War
2784,3725,American Pop,Animation|Musical
2785,3726,Assault on Precinct 13,Action|Thriller
2786,3727,Near Dark,Horror|Western
2787,3728,One False Move,Crime|Drama|Film-Noir|Thriller
2788,3729,Shaft,Action|Crime|Drama|Thriller
2789,3730,The Conversation,Drama|Mystery
2790,3731,Cutter's Way,Drama|Thriller
2791,3732,The Fury,Horror
2792,3733,The Paper Chase,Drama
2793,3735,Serpico,Crime|Drama
2794,3736,"Ace in the Hole (Big Carnival, The)",Drama
2795,3737,Lonely Are the Brave,Drama|Western
2796,3738,The Sugarland Express,Drama
2797,3739,Trouble in Paradise,Comedy|Romance
2798,3740,Big Trouble in Little China,Action|Adventure|Comedy|Fantasy
2799,3741,Badlands,Crime|Drama|Thriller
2800,3742,Battleship Potemkin,Drama|War
2801,3743,Boys and Girls,Comedy|Romance
2802,3744,Shaft,Action|Crime|Thriller
2803,3745,Titan A.E.,Action|Adventure|Animation|Children|Sci-Fi
2804,3746,Butterfly (La lengua de las mariposas),Drama
2805,3747,Jesus' Son,Drama
2806,3751,Chicken Run,Animation|Children|Comedy
2807,3752,"Me, Myself & Irene",Adventure|Comedy
2808,3753,The Patriot,Action|Drama|War
2809,3754,The Adventures of Rocky and Bullwinkle,Adventure|Animation|Children|Comedy|Fantasy
2810,3755,The Perfect Storm,Drama|Thriller
2811,3756,The Golden Bowl,Drama
2812,3758,Communion,Drama|Sci-Fi|Thriller
2813,3760,The Kentucky Fried Movie,Comedy
2814,3761,"Blood In, Blood Out",Action|Crime|Drama|Thriller
2815,3763,F/X,Action|Crime|Thriller
2816,3764,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion),Action|Crime|Thriller
2817,3765,The Hot Spot,Crime|Drama|Romance
2818,3766,Missing in Action,Action|War
2819,3767,Missing in Action 2: The Beginning,Action|War
2820,3768,Braddock: Missing in Action III,Action|War
2821,3769,Thunderbolt and Lightfoot,Action
2822,3770,Dreamscape,Horror|Sci-Fi|Thriller
2823,3771,The Golden Voyage of Sinbad,Action|Adventure|Fantasy
2824,3773,House Party,Comedy
2825,3774,House Party 2,Comedy|Drama|Romance
2826,3783,Croupier,Crime|Drama
2827,3784,The Kid,Comedy|Fantasy
2828,3785,Scary Movie,Comedy|Horror
2829,3786,But I'm a Cheerleader,Comedy
2830,3787,Shower (Xizao),Comedy
2831,3788,Blow-Up (Blowup),Drama|Mystery
2832,3789,The Pawnbroker,Drama
2833,3790,Groove,Drama
2834,3791,Footloose,Drama
2835,3792,Duel in the Sun,Drama|Romance|Western
2836,3793,X-Men,Action|Adventure|Sci-Fi
2837,3794,Chuck & Buck,Comedy|Drama
2838,3795,The Five Senses,Drama
2839,3797,The In Crowd,Thriller
2840,3798,What Lies Beneath,Drama|Horror|Mystery
2841,3799,Pokémon the Movie 2000,Animation|Children
2842,3801,Anatomy of a Murder,Drama|Mystery
2843,3802,Freejack,Action|Sci-Fi
2844,3806,Mackenna's Gold,Western
2845,3807,Sinbad and the Eye of the Tiger,Adventure|Fantasy
2846,3808,"Two Women (Ciociara, La)",Drama|War
2847,3809,What About Bob?,Comedy
2848,3810,White Sands,Drama|Thriller
2849,3811,Breaker Morant,Drama|War
2850,3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,Comedy
2851,3813,Interiors,Drama
2852,3814,Love and Death,Comedy
2853,3816,The Official Story (La historia oficial),Drama
2854,3819,Tampopo,Comedy
2855,3821,Nutty Professor II: The Klumps,Comedy
2856,3822,"The Girl on the Bridge (Fille sur le pont, La)",Drama|Romance
2857,3823,Wonderland,Drama
2858,3824,Autumn in New York,Drama|Romance
2859,3825,Coyote Ugly,Comedy|Drama|Romance
2860,3826,Hollow Man,Horror|Sci-Fi|Thriller
2861,3827,Space Cowboys,Action|Adventure|Comedy|Sci-Fi
2862,3830,Psycho Beach Party,Comedy|Horror|Thriller
2863,3831,Saving Grace,Comedy
2864,3832,"Black Sabbath (Tre volti della paura, I)",Horror
2865,3833,The Brain That Wouldn't Die,Horror|Sci-Fi
2866,3834,Bronco Billy,Adventure|Drama|Romance
2867,3835,The Crush,Thriller
2868,3836,Kelly's Heroes,Action|Comedy|War
2869,3837,Phantasm II,Action|Fantasy|Horror|Sci-Fi|Thriller
2870,3838,Phantasm III: Lord of the Dead,Horror
2871,3839,Phantasm IV: Oblivion,Horror
2872,3840,Pumpkinhead,Horror
2873,3841,Air America,Action|Comedy
2874,3843,Sleepaway Camp,Horror
2875,3844,Steel Magnolias,Drama
2876,3845,And God Created Woman (Et Dieu... créa la femme),Drama
2877,3846,Easy Money,Comedy
2878,3847,"Ilsa, She Wolf of the SS",Horror
2879,3849,The Spiral Staircase,Horror|Mystery|Thriller
2880,3851,I'm the One That I Want,Comedy
2881,3852,The Tao of Steve,Comedy
2882,3855,"Affair of Love, An (Liaison pornographique, Une)",Drama|Romance
2883,3857,Bless the Child,Thriller
2884,3858,Cecil B. DeMented,Comedy
2885,3859,The Eyes of Tammy Faye,Documentary
2886,3861,The Replacements,Comedy
2887,3862,About Adam,Comedy
2888,3863,The Cell,Drama|Horror|Thriller
2889,3864,Godzilla 2000 (Gojira ni-sen mireniamu),Action|Adventure|Sci-Fi
2890,3865,The Original Kings of Comedy,Comedy|Documentary
2891,3868,The Naked Gun: From the Files of Police Squad!,Action|Comedy|Crime|Romance
2892,3869,The Naked Gun 2 1/2: The Smell of Fear,Comedy
2893,3870,Our Town,Drama
2894,3871,Shane,Drama|Western
2895,3872,"Suddenly, Last Summer",Drama
2896,3873,Cat Ballou,Comedy|Western
2897,3877,Supergirl,Action|Adventure|Fantasy
2898,3879,The Art of War,Action|Thriller
2899,3882,Bring It On,Comedy
2900,3884,The Crew,Comedy
2901,3888,Skipped Parts,Drama|Romance
2902,3889,Highlander: Endgame (Highlander IV),Action|Adventure|Fantasy
2903,3893,Nurse Betty,Comedy|Crime|Drama|Romance|Thriller
2904,3894,Solas,Drama
2905,3895,The Watcher,Crime|Thriller
2906,3896,The Way of the Gun,Crime|Thriller
2907,3897,Almost Famous,Drama
2908,3898,Bait,Action|Comedy
2909,3899,Circus,Crime|Drama|Thriller
2910,3900,Crime and Punishment in Suburbia,Comedy|Drama
2911,3901,Duets,Comedy|Drama
2912,3906,Under Suspicion,Crime|Thriller
2913,3908,Urban Legends: Final Cut,Horror
2914,3909,Woman on Top,Comedy|Romance
2915,3910,Dancer in the Dark,Drama|Musical
2916,3911,Best in Show,Comedy
2917,3912,Beautiful,Comedy|Drama
2918,3914,The Broken Hearts Club,Drama
2919,3915,Girlfight,Drama
2920,3916,Remember the Titans,Drama
2921,3917,Hellraiser,Horror
2922,3918,Hellbound: Hellraiser II,Horror
2923,3919,Hellraiser III: Hell on Earth,Horror
2924,3920,"Faraway, So Close (In weiter Ferne, so nah!)",Drama|Fantasy|Mystery|Romance
2925,3922,Bikini Beach,Comedy
2926,3925,Stranger Than Paradise,Comedy|Drama
2927,3926,Voyage to the Bottom of the Sea,Adventure|Sci-Fi
2928,3927,Fantastic Voyage,Adventure|Sci-Fi
2929,3928,Abbott and Costello Meet Frankenstein,Comedy|Horror
2930,3929,The Bank Dick,Comedy
2931,3930,The Creature from the Black Lagoon,Adventure|Horror|Sci-Fi
2932,3932,The Invisible Man,Horror|Sci-Fi
2933,3933,The Killer Shrews,Horror|Sci-Fi
2934,3937,Runaway,Sci-Fi|Thriller
2935,3938,The Slumber Party Massacre,Horror
2936,3939,Slumber Party Massacre II,Horror
2937,3940,Slumber Party Massacre III,Horror
2938,3941,Sorority House Massacre,Horror
2939,3942,Sorority House Massacre II,Horror
2940,3943,Bamboozled,Comedy
2941,3945,Digimon: The Movie,Adventure|Animation|Children
2942,3946,Get Carter,Action|Drama|Thriller
2943,3947,Get Carter,Action|Crime|Drama|Thriller
2944,3948,Meet the Parents,Comedy
2945,3949,Requiem for a Dream,Drama
2946,3950,Tigerland,Drama
2947,3951,Two Family House,Drama
2948,3952,The Contender,Drama|Thriller
2949,3953,Dr. T and the Women,Comedy|Romance
2950,3955,The Ladies Man,Comedy
2951,3957,Billy Jack,Action|Drama
2952,3958,Billy Jack Goes to Washington,Drama
2953,3959,The Time Machine,Action|Adventure|Sci-Fi
2954,3962,Ghoulies II,Comedy|Horror
2955,3963,The Unsinkable Molly Brown,Musical
2956,3964,The Adventures of Ichabod and Mr. Toad,Animation|Children
2957,3965,The Strange Love of Martha Ivers,Drama|Film-Noir
2958,3966,Detour,Crime|Film-Noir
2959,3967,Billy Elliot,Drama
2960,3968,Bedazzled,Comedy
2961,3969,Pay It Forward,Drama
2962,3971,The Private Eyes,Comedy|Mystery
2963,3972,The Legend of Drunken Master (Jui kuen II),Action|Comedy
2964,3973,Book of Shadows: Blair Witch 2,Crime|Horror|Mystery|Thriller
2965,3974,The Little Vampire,Adventure|Children
2966,3977,Charlie's Angels,Action|Comedy
2967,3978,The Legend of Bagger Vance,Drama|Romance
2968,3979,Little Nicky,Comedy
2969,3980,Men of Honor,Drama
2970,3981,Red Planet,Action|Sci-Fi|Thriller
2971,3983,You Can Count on Me,Drama|Romance
2972,3984,Diamonds Are Forever,Action|Adventure|Thriller
2973,3985,The Eagle Has Landed,Drama|War
2974,3986,The 6th Day,Action|Sci-Fi|Thriller
2975,3987,Bounce,Drama|Romance
2976,3988,How the Grinch Stole Christmas (a.k.a. The Grinch),Children|Comedy|Fantasy
2977,3989,One Day in September,Documentary
2978,3990,Rugrats in Paris: The Movie,Animation|Children|Comedy
2979,3991,102 Dalmatians,Children|Comedy
2980,3992,Malèna,Drama|Romance|War
2981,3993,Quills,Drama|Romance
2982,3994,Unbreakable,Drama|Sci-Fi
2983,3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long)",Action|Drama|Romance
2984,3997,Dungeons & Dragons,Action|Adventure|Comedy|Fantasy
2985,3998,Proof of Life,Drama
2986,3999,Vertical Limit,Action|Adventure
2987,4000,The Bounty,Adventure|Drama
2988,4002,"Planes, Trains & Automobiles",Comedy
2989,4003,She's Having a Baby,Comedy
2990,4005,The Living Daylights,Action|Adventure|Thriller
2991,4006,Transformers: The Movie,Adventure|Animation|Children|Sci-Fi
2992,4007,Wall Street,Drama
2993,4008,Born on the Fourth of July,Drama|War
2994,4009,Talk Radio,Drama
2995,4010,Brewster's Millions,Comedy
2996,4011,Snatch,Comedy|Crime|Thriller
2997,4012,Punchline,Comedy|Drama
2998,4014,Chocolat,Drama|Romance
2999,4015,"Dude, Where's My Car?",Comedy|Sci-Fi
3000,4016,The Emperor's New Groove,Adventure|Animation|Children|Comedy|Fantasy
3001,4017,Pollock,Drama
3002,4018,What Women Want,Comedy|Romance
3003,4019,Finding Forrester,Drama
3004,4020,The Gift,Thriller
3005,4021,Before Night Falls,Drama
3006,4022,Cast Away,Drama
3007,4023,The Family Man,Comedy|Drama|Romance
3008,4024,The House of Mirth,Romance
3009,4025,Miss Congeniality,Comedy|Crime
3010,4027,"O Brother, Where Art Thou?",Adventure|Comedy|Crime
3011,4029,State and Main,Comedy|Drama
3012,4030,Dracula 2000,Horror
3013,4031,All the Pretty Horses,Drama|Romance|Western
3014,4032,"Everlasting Piece, An",Comedy
3015,4033,Thirteen Days,Drama|Thriller|War
3016,4034,Traffic,Crime|Drama|Thriller
3017,4035,The Claim,Romance|Western
3018,4036,Shadow of the Vampire,Drama|Horror
3019,4037,House of Games,Crime|Film-Noir|Mystery|Thriller
3020,4039,Annie,Children|Musical
3021,4040,Don't Tell Mom the Babysitter's Dead,Comedy
3022,4041,"Officer and a Gentleman, An",Drama|Romance
3023,4042,The Alamo,Action|Drama|War|Western
3024,4043,At Close Range,Crime|Drama
3025,4046,Friendly Persuasion,Drama
3026,4047,Gettysburg,Drama|War
3027,4051,Horrors of Spider Island (Ein Toter Hing im Netz),Horror|Sci-Fi
3028,4052,Antitrust,Crime|Drama|Thriller
3029,4053,Double Take,Action|Comedy
3030,4054,Save the Last Dance,Drama|Romance
3031,4055,Panic,Drama
3032,4056,The Pledge,Crime|Drama|Mystery|Thriller
3033,4061,The Man in the Moon,Drama|Romance
3034,4062,Mystic Pizza,Comedy|Drama|Romance
3035,4063,Prelude to a Kiss,Comedy|Drama|Romance
3036,4064,Coffy,Action|Crime|Thriller
3037,4065,Foxy Brown,Action|Crime|Drama
3038,4066,I'm Gonna Git You Sucka,Action|Comedy
3039,4067,Untamed Heart,Drama|Romance
3040,4068,Sugar & Spice,Comedy
3041,4069,The Wedding Planner,Comedy|Romance
3042,4074,"The Legend of Rita (Stille nach dem Schuß, Die)",Drama
3043,4077,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien)",Drama|Thriller
3044,4078,Amazing Grace and Chuck,Drama
3045,4079,Amazon Women on the Moon,Comedy|Sci-Fi
3046,4080,Baby Boom,Comedy
3047,4081,Back to the Beach,Comedy
3048,4082,Barfly,Comedy|Drama|Romance
3049,4083,Best Seller,Thriller
3050,4084,Beverly Hills Cop II,Action|Comedy|Crime|Thriller
3051,4085,Beverly Hills Cop,Action|Comedy|Crime|Drama
3052,4086,The Big Easy,Action|Crime|Mystery|Romance|Thriller
3053,4089,Born in East L.A.,Comedy
3054,4090,The Brave Little Toaster,Animation|Children
3055,4091,Can't Buy Me Love,Comedy|Romance
3056,4092,Cherry 2000,Romance|Sci-Fi
3057,4093,Cop,Thriller
3058,4102,Eddie Murphy Raw,Comedy|Documentary
3059,4103,Empire of the Sun,Action|Adventure|Drama|War
3060,4104,Ernest Goes to Camp,Comedy
3061,4105,The Evil Dead,Fantasy|Horror|Thriller
3062,4109,Flowers in the Attic,Drama|Thriller
3063,4110,The Fourth Protocol,Thriller
3064,4111,Gardens of Stone,Drama|War
3065,4113,The Glass Menagerie,Drama
3066,4115,Hiding Out,Comedy
3067,4116,Hollywood Shuffle,Comedy
3068,4117,Hope and Glory,Drama
3069,4121,Innerspace,Action|Adventure|Comedy|Sci-Fi
3070,4123,Ishtar,Comedy
3071,4124,Jaws: The Revenge,Horror|Thriller
3072,4125,Leonard Part 6,Comedy|Sci-Fi
3073,4126,Less Than Zero,Drama
3074,4127,"Like Father, Like Son",Comedy
3075,4128,The Lost Boys,Comedy|Horror|Thriller
3076,4129,Made in Heaven,Fantasy|Romance
3077,4130,Maid to Order,Comedy|Fantasy
3078,4131,Making Mr. Right,Comedy|Romance|Sci-Fi
3079,4132,Mannequin,Comedy|Romance
3080,4133,Masters of the Universe,Action|Adventure|Fantasy|Sci-Fi
3081,4135,The Monster Squad,Adventure|Comedy|Horror
3082,4138,My Demon Lover,Comedy|Horror
3083,4139,No Man's Land,Crime|Drama
3084,4141,Head Over Heels,Comedy|Romance
3085,4142,Left Behind: The Movie,Action|Adventure|Drama|Thriller
3086,4143,Valentine,Horror|Mystery
3087,4144,In the Mood For Love (Fa yeung nin wa),Drama|Romance
3088,4146,The Million Dollar Hotel,Drama|Mystery|Romance
3089,4147,Nico and Dani (Krámpack),Comedy|Drama|Romance
3090,4148,Hannibal,Horror|Thriller
3091,4149,Saving Silverman (Evil Woman),Comedy|Romance
3092,4152,Vatel,Drama
3093,4153,Down to Earth,Comedy|Fantasy|Romance
3094,4154,Recess: School's Out,Animation|Children
3095,4155,Sweet November,Drama|Romance
3096,4156,Company Man,Comedy
3097,4157,The Price of Milk,Comedy|Drama|Fantasy|Romance
3098,4158,Monkeybone,Animation|Comedy|Fantasy
3099,4159,3000 Miles to Graceland,Action|Thriller
3100,4160,"The Widow of St. Pierre (Veuve de Saint-Pierre, La)",Drama|Romance
3101,4161,The Mexican,Action|Comedy
3102,4164,The Caveman's Valentine,Drama
3103,4166,Series 7: The Contenders,Action|Drama
3104,4167,15 Minutes,Thriller
3105,4168,Get Over It,Comedy|Romance
3106,4171,Long Night's Journey Into Day,Documentary
3107,4174,Avalon,Drama
3108,4175,Gray's Anatomy,Comedy|Drama
3109,4178,Of Mice and Men,Drama
3110,4180,Reform School Girls,Action|Drama
3111,4181,Tapeheads,Comedy
3112,4184,The Bishop's Wife,Comedy|Drama|Romance
3113,4187,Lilies of the Field,Drama
3114,4189,The Greatest Story Ever Told,Drama
3115,4190,Elmer Gantry,Drama
3116,4191,Alfie,Comedy|Drama|Romance
3117,4193,The Fantasticks,Musical
3118,4194,I Know Where I'm Going!,Drama|Romance|War
3119,4195,The Abominable Dr. Phibes,Horror|Mystery
3120,4197,Real Life,Comedy
3121,4198,Battle Beyond the Stars,Sci-Fi
3122,4200,Double Impact,Action
3123,4202,Fuzz,Drama
3124,4203,Harley Davidson and the Marlboro Man,Action|Crime|Drama
3125,4204,Losin' It,Comedy
3126,4205,Mermaids,Comedy|Drama|Romance
3127,4207,Navy Seals,Action|Adventure|War
3128,4210,Manhunter,Action|Crime|Drama|Horror|Thriller
3129,4211,Reversal of Fortune,Drama
3130,4212,Death on the Nile,Crime|Mystery
3131,4214,Revenge of the Nerds,Comedy
3132,4215,Revenge of the Nerds II: Nerds in Paradise,Comedy
3133,4217,4 Little Girls,Documentary
3134,4218,River's Edge,Crime|Drama
3135,4219,Girls Just Want to Have Fun,Comedy
3136,4220,The Longest Yard,Comedy
3137,4221,Necessary Roughness,Comedy
3138,4223,Enemy at the Gates,Drama|War
3139,4224,Exit Wounds,Action|Thriller
3140,4225,The Dish,Comedy
3141,4226,Memento,Mystery|Thriller
3142,4228,Heartbreakers,Comedy|Crime|Romance
3143,4229,Say It Isn't So,Comedy|Romance
3144,4231,Someone Like You,Comedy|Romance
3145,4232,Spy Kids,Action|Adventure|Children|Comedy
3146,4233,Tomcats,Comedy
3147,4234,The Tailor of Panama,Drama|Thriller
3148,4235,Amores Perros (Love's a Bitch),Drama|Thriller
3149,4236,Keep the River on Your Right: A Modern Cannibal Tale,Documentary
3150,4237,The Gleaners & I (Les glaneurs et la glaneuse),Documentary
3151,4238,Along Came a Spider,Action|Crime|Mystery|Thriller
3152,4239,Blow,Crime|Drama
3153,4240,Just Visiting,Comedy|Fantasy
3154,4241,Pokémon 3: The Movie,Animation|Children
3155,4242,Beautiful Creatures,Comedy|Crime|Drama|Thriller
3156,4243,Brigham City,Crime|Drama|Mystery
3157,4246,Bridget Jones's Diary,Comedy|Drama|Romance
3158,4247,Joe Dirt,Adventure|Comedy|Mystery|Romance
3159,4248,Josie and the Pussycats,Comedy
3160,4251,Chopper,Drama|Thriller
3161,4252,The Circle (Dayereh),Drama
3162,4254,Crocodile Dundee in Los Angeles,Comedy|Drama
3163,4255,Freddy Got Fingered,Comedy
3164,4256,The Center of the World,Drama
3165,4259,The Luzhin Defence,Drama|Romance
3166,4260,The Visit,Drama
3167,4262,Scarface,Action|Crime|Drama
3168,4263,Days of Wine and Roses,Drama
3169,4265,Driven,Action|Thriller
3170,4267,One Night at McCool's,Comedy
3171,4268,Town & Country,Comedy
3172,4270,The Mummy Returns,Action|Adventure|Comedy|Thriller
3173,4273,Under the Sand,Drama
3174,4275,Krull,Action|Adventure|Fantasy|Sci-Fi
3175,4276,Lost in America,Comedy
3176,4278,Triumph of the Will (Triumph des Willens),Documentary
3177,4280,The World According to Garp,Comedy|Drama|Romance
3178,4282,Fellini Satyricon,Drama|Fantasy
3179,4284,Frankie and Johnny,Comedy
3180,4285,Frankie and Johnny,Comedy|Romance
3181,4289,"The City of Women (Città delle donne, La)",Comedy|Drama
3182,4290,For the Boys,Comedy|Drama|Musical
3183,4291,Nine to Five (a.k.a. 9 to 5),Comedy|Crime
3184,4292,Norma Rae,Drama
3185,4293,Summer Rental,Comedy
3186,4294,"The 5,000 Fingers of Dr. T",Children|Fantasy|Musical
3187,4296,Love Story,Drama|Romance
3188,4297,Pelle the Conqueror (Pelle erobreren),Drama
3189,4298,Rififi (Du rififi chez les hommes),Crime|Film-Noir|Thriller
3190,4299,A Knight's Tale,Action|Comedy|Romance
3191,4300,Bread and Roses,Drama
3192,4304,Startup.com,Documentary
3193,4305,Angel Eyes,Romance|Thriller
3194,4306,Shrek,Adventure|Animation|Children|Comedy|Fantasy|Romance
3195,4307,"Fast Food, Fast Women",Comedy|Romance
3196,4308,Moulin Rouge,Drama|Musical|Romance
3197,4310,Pearl Harbor,Action|Drama|Romance|War
3198,4312,Himalaya (Himalaya - l'enfance d'un chef),Adventure|Drama
3199,4313,The Man Who Cried,Drama
3200,4316,Ice Castles,Drama
3201,4317,Love Potion #9,Comedy|Romance
3202,4321,City Slickers,Comedy|Western
3203,4322,Eight Men Out,Drama
3204,4323,The Horse Soldiers,Adventure|War|Western
3205,4325,"The Night (Notte, La)",Drama
3206,4326,Mississippi Burning,Crime|Drama|Thriller
3207,4327,The Magnificent Seven,Adventure|Western
3208,4329,Rio Bravo,Western
3209,4333,Throw Momma from the Train,Comedy|Crime
3210,4334,Yi Yi,Drama
3211,4337,The Sand Pebbles,Drama|Romance|War
3212,4338,Twelve O'Clock High,Drama|War
3213,4339,Von Ryan's Express,Action|Adventure|Drama|War
3214,4340,The Animal,Comedy
3215,4342,Big Eden,Drama|Romance
3216,4343,Evolution,Comedy|Sci-Fi
3217,4344,Swordfish,Action|Crime|Drama
3218,4345,The Anniversary Party,Drama
3219,4347,Divided We Fall (Musíme si pomáhat),Comedy|Drama
3220,4349,Catch-22,Comedy|War
3221,4350,Forgotten Silver,Comedy|Documentary
3222,4351,Point Break,Action|Crime|Thriller
3223,4353,Uncommon Valor,Action|War
3224,4354,Unlawful Entry,Crime|Thriller
3225,4355,Youngblood,Action|Drama
3226,4356,Gentlemen Prefer Blondes,Comedy|Musical|Romance
3227,4357,How to Marry a Millionaire,Comedy|Drama|Romance
3228,4359,The Seven Year Itch,Comedy
3229,4361,Tootsie,Comedy|Romance
3230,4366,Atlantis: The Lost Empire,Adventure|Animation|Children|Fantasy
3231,4367,Lara Croft: Tomb Raider,Action|Adventure
3232,4368,Dr. Dolittle 2,Comedy
3233,4369,The Fast and the Furious,Action|Crime|Thriller
3234,4370,A.I. Artificial Intelligence,Adventure|Drama|Sci-Fi
3235,4371,Baby Boy,Crime|Drama
3236,4372,Crazy/Beautiful,Drama|Romance
3237,4373,Pootie Tang,Comedy
3238,4374,Let It Snow,Comedy|Romance
3239,4378,Sexy Beast,Crime|Drama
3240,4380,"The Princess and the Warrior (Krieger und die Kaiserin, Der)",Drama|Romance
3241,4381,"The Closet (Placard, Le)",Comedy
3242,4383,"The Crimson Rivers (Rivières pourpres, Les)",Crime|Drama|Mystery|Thriller
3243,4384,Lumumba,Drama
3244,4386,Cats & Dogs,Children|Comedy
3245,4387,Kiss of the Dragon,Action
3246,4388,Scary Movie 2,Comedy
3247,4389,Lost and Delirious,Drama
3248,4390,Rape Me (Baise-moi),Crime|Drama|Thriller
3249,4392,Alice,Comedy|Drama|Fantasy|Romance
3250,4393,Another Woman,Drama
3251,4394,Beach Blanket Bingo,Comedy|Musical
3252,4395,Big Deal on Madonna Street (I Soliti Ignoti),Comedy|Crime
3253,4396,The Cannonball Run,Action|Comedy
3254,4397,Cannonball Run II,Action|Comedy
3255,4399,"Diary of a Chambermaid (Journal d'une femme de chambre, Le)",Comedy|Drama
3256,4402,Dr. Goldfoot and the Bikini Machine,Comedy
3257,4403,The Fall of the House of Usher (House of Usher),Horror
3258,4404,Faust,Drama|Fantasy|Horror
3259,4406,The Man Who Shot Liberty Valance,Crime|Drama|Western
3260,4407,Salvador,Drama|Thriller|War
3261,4408,September,Drama
3262,4409,Shadows and Fog,Comedy|Drama|Mystery|Thriller
3263,4410,Something Wild,Comedy|Crime|Drama
3264,4412,The Thing with Two Heads,Comedy|Horror|Sci-Fi
3265,4419,All That Heaven Allows,Drama|Romance
3266,4420,The Barefoot Contessa,Drama
3267,4422,Cries and Whispers (Viskningar och rop),Drama
3268,4424,"The Garden of the Finzi-Continis (Giardino dei Finzi-Contini, Il)",Drama
3269,4426,Kiss Me Deadly,Film-Noir
3270,4427,The Lion in Winter,Drama
3271,4428,The Misfits,Comedy|Drama|Romance|Western
3272,4429,Moby Dick,Drama
3273,4432,Sweet Smell of Success,Drama|Film-Noir
3274,4433,Written on the Wind,Drama
3275,4434,The 10th Victim (La decima vittima),Action|Comedy|Sci-Fi|Thriller
3276,4436,Obsession,Mystery|Thriller
3277,4437,Suspiria,Horror
3278,4438,"Fist of Fury (Chinese Connection, The) (Jing wu men)",Action|Drama|Romance|Thriller
3279,4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo),Drama
3280,4440,The Big Boss (Fists of Fury) (Tang shan da xiong),Action|Thriller
3281,4441,Game of Death,Action
3282,4442,The Last Dragon,Action|Comedy|Drama
3283,4443,Outland,Action|Sci-Fi|Thriller
3284,4444,The Way of the Dragon (a.k.a. Return of the Dragon) (Meng long guo jiang),Action|Crime
3285,4445,T-Rex: Back to the Cretaceous,Adventure|Documentary|IMAX
3286,4446,Final Fantasy: The Spirits Within,Adventure|Animation|Fantasy|Sci-Fi
